Tweet 
 Obama breaks wdecades US policy Cuba amp gets endless fawning coverage Trump breaks wUS policy phoning Taiwani 
 BBC News TrumpTaiwan call breaks US policy stance 
 Trump 1 worried India saying hed visit Pakistan 2invited Duterte DC 3 angered China speaking w Taiwn 
 FT EXCLUSIVE Donald Trump risks major diplomatic dispute China speaking phone Taiwans president 
 China protests TrumpTaiwan call 
 So Trumps unprecented move call Taiwan thats setting alarms everywhere 
 This reported two weeks ago 
 WSJ News Trumps Taiwan Call Sparks China Complaint 
 DNC Statement TrumpFoolish Taiwan 
 There one China Beijing makes official complaint Trumpcontroversial call Taiwan 
 Taiwans economy diplomatic allies international space increased United Front tactics collateral damage Trumps faux pas 
 Obama borrows 500 billion China 8 years Media silent 
 Trump takes phone call Taiwan amp gets accused o 
 FoxNews But business ties countries phone calls 
 Its OK Obama give 500 billion dollars Iran Trump accepts congratulatory call Taiwan libsn 
 Donald Trump spoke telephone Taiwanleader could lead major rift China l 
 So far Trump destabilized IndiaPakistan ChinaTaiwan 49 days inauguration Were going fn 
 I feel pretty chill trump Taiwan call nuclear war affect everyone equally tio 
 Obama Administration Sold Weapons To Taiwan But Trump Cant Accept A Congratulatory Phone Call From Them 
 Trumps Taiwan Call Sparks China Complaint 
 Bull China shop Trump risks diplomatic blowup Asia 
 The Trump Taiwan fiasco proved every point ever made PresidentElects rhetoric hes unfit every level tn 
 BREAKING China lodged protest US Trumps call Taiwans president 
 Trump amp Taiwan This example winging extreme Hope Trump feel double thiso 
 piersmorgan Goober Piers take TrumpTaiwan nonissue 
 So maybe leader knowledge foreign policy intricacies might good thing Trumpi 
 Trump lies abt arranging call w Taiwanputs national security risk using official communication channels bi 
 Reuters Chinese officials said troubled Taiwan call Trump yet president 
 Trump speaks Taiwanleader seen affront China 
 China lodges protest Trump call Taiwan president 
 Are stupid understand rules diplomacy Or hungry make private deal 4 Taiwan 
 The White House getting news Donald Trump foreign governments 
 Well completely forget Trump talked Taiwan 6 months starts nuclear war Mexico 
 Trump Org we planning expansion Taiwan How abt this Great find mega2e httl 
 Cc Trump recognize country following words Made In mean talk Taiwan phone 
 TrumpTaiwan call 
 Trump Bush Obama hes going tiptoe around Chinas feelings MAGA Trump draintheswap 
 After Trumps Taiwan phone call fiasco Trump Organization caught lyingit brazenly denies planning el 
 Its true Donald Trump never claimed diplomatic finesse among defining characteristics 
 Trump speaks directly Taiwans leader irking China 
 Donald Trump Talks To Taiwans Tsai Ingwen Will He Cause A Crisis With China Forbes 
 Until Donald Trumps call believed US president presidentelect contacted Taiwans leader since 1979 
 TsaiTrump call shows danger inexperienced POTUS pawn policy agendas even see 
 Oh maaaanTrump camp denies plans expand Taiwan Trump employee posted work trip FB jusl 
 Chinas foreign minister calls TrumpTsai phone call a shenanigan Taiwan side 
 Read analysis Trump Taiwan situationamp great move President Elect realDonaldTrump 
 China amp world leaders determining trumps convo w taiwan deliberately provocative blunder Either dangerous 2 US TrumpTaiwan 
 Trumpphone call Taiwan president sparks China complaint WSJ via c0nveyEi 
 AND IT BEGINS The IDIOT realDonaldTrump rips apart 37 years US diplomatic protocol risks sparking China fury 
 Trumps Taiwan phone call preceded hotel development inquiry travel hotels 
 After Trumps Taiwan phone call fiasco Trump Organization caught lyingit brazenly denies planning en 
 China blasts ttycall Taiwanpresident Trump d 
 The media salty Trump Taiwan thing And awesome Why take orders China anyway lol 
 China lodges protest controversial Trump move 
 Apparently Democrats think China dictate talk to Trump accepts congratulations Taiwan 
 Trump Speaks With TaiwanLeader Affront China The New York Times 
 Trumps Taiwan call We know purpose this conceivably way wars start maddow 
 Live footage State Department wake Trump Taiwan call 
 ambchrishill MSM continues lie lie lie Taiwan called Trump He call Taiwan 
 gtTrump talks Taiwan 
 Liberals freak out 
 gtObama sells Taiwan 18b worth weapons 
 Liberals even remember 
 Obama release info congress refugees deal yall worried congratulatory call ally Tain 
 China blames Taiwan phone callamp media wrong Trump Dumbasses TIME CNN NBCNews FoxNews nytimes Slaten 
 DumbassTrump makes history phone call Taiwan leader 
 Just got back week Taiwan Tensions China really high extraordinary 
 I believe Trumps Taiwan call calculated provocation China Weve terrified re domestic issues But THIS This terrifying 
 Donald Trump Speaks To Taiwans President Reversing Decades Of US Policy DANGEROUS TRMPKINS 
 China blasts ttycall Taiwanpresident Trump 
 Trump treating Taiwan free nationstate pissing Communist China I proud presideS 
 Trump irks China speaking directly Taiwanleader AP 
 Trumps talk Taiwan president upended 40 years US foreign policy But perhaps helped business there 
 VIDEO Philippines President Duterte Invites Donald Trump visit Philippines 2017 trump maga Taiwan 
 China lodges protest Trump phone call Taiwanese president OneChina MadManTheory 
 China lodges complaint Trump wants overstep One China principle destroy SinoUS 
 Obama sells Taiwan 2 billion arms Liberals fine 
 Trump makes phone call Liberals lose poop 
 Oh maaaanTrump camp denies plans expand Taiwan Trump employee posted work trip FB jusS 
 Media GOES HYSTERICAL Over Phone Call From Taiwan Forgets Obama Sold Taiwan Billions In Weapons 
 After Trumps Taiwan phone call fiasco Trump Organization caught lyingit brazenly denies planning eS 
 Holy cow garbage fire even assumed office yet 
 First assholes president Taiwan called trump These two biggest fucking scumbags 
 TrumpTaiwan call China lodges protest 
 The nytimes thrilled Obama talking Communist dictator Castro horrified Trump talking elected lS 
 Donald Trumps phone call Taiwan president risks Chinas wrath 
 Its OK Obama give 500 billion dollars Iran Trump accepts congratulatory call Taiwan libsS 
 BuzzFeed goes technical term Trumps Taiwan conversation could impact USChina relations 
 Trump takes congratulatory phone call Taiwan gets grief media Obama giving 500 billion toS 
 China lodges formal protest Donald TrumpTaiwan call via FTro 
 Somebody needs explain Chinese take Trump Taiwan call seriously literally 
 2 In TOTALLY UNRELATED NEWS Trump Organization looking business Taiwan 
 SHE CALLED ME Trump hits back critics diplomatic blunder call Taiwan 
 There sure lot foreign policy experts here trumpTaiwan 
 still winner 
 Trump Spoke With Taiwan President Break With Decades US Policy Taiwan 
 US chamber China says new Trump administration better get speed quickly Taiwan flub 
 Trump Org we planning expansion Taiwan How abt this Great comradewong via c0nvey 
 BREAKING TrumpTaiwan Call China Lodges Its First Diplomatic Protest Against US President Elect 
 1 Trump spoke Taiwans president something US prez done decades FT reports It likely anger Chie 
 TrumpTaiwan call China lodges protest Protest want The call came Taiwan Good 
 Whos More Butt Hurt Americas Communist Party aka Democrats Chinas Communist Party TrumpTaiwan 
 Gee would Trump want better relations Taiwan Mainland China 
 Hey China were 1970s anymore 
 I wonder conservs respond Trump reversed ChinaTaiwan policy put place Reagan amp honoredi 
 China lodged diplomatic protest following Trumps call Taiwans president via BIUKPolitics 
 NEW China protests Trump call Taiwan leader 
 Donald Trump angers China historic phone call Taiwans President 
 I would chalk ignorance staff They unaware too Trump Taiwan 
 MSM You talked Taiwan 
 Trump Obama sold weapons 
 M A 10 min call 
 T 2 BIL weapons 
 M Youre racist 
 Trump 1 worried India saying hed visit Pakistan 2invited Duterte DC 3 angered China speaking w Taiwe 
 BBCWorld This first good thing Trump done The second would tell China fck off Taiwan FreeTibet 
 They mad intlspectator BREAKING Chinese government made contact White House Trumpcall TaiwanPresedi 
 Donald Trump spoke telephone Taiwanleader could lead major rift China P 
 Between Pakistan 
 And Taiwan 
 Trump disrespect protocol country 
 Hes dangerous amp putting us ALLt 
 President Obama praises Fidel Castro monster amp one cares 
 PresidentElect Trump takes congratulatory call Taim 
 Trumps phone call Taiwans president major breakthrough 
 Trump speaks directly Taiwans leader irking China via AP 
 TrumpTaiwan Call Breaks With US Policy The Wall Street Journal 
 China lodges complaint US Trumps Taiwan phone call World news The Guardian 
 kenluke It set Trump team Reince Priebus visited Taiwan twice Good move Trump lets China know hes going play hard 
 Donald Trumps Call With Taiwan President Was No Surprise Official 
 Today alone 
 NAME charges 
 Jury convict Walter Scott case 
 BBC News TrumpTaiwan call breaks US policy stance He dangerously clueless 
 Trump statement refers nation Taiwan nonrecognition Taiwan US policy since 1979 w 
 How know Trump overtures towards Taiwan Phillipines motivated personal commercial inter 
 The Trump Taiwan fiasco proved every point ever made PresidentElects rhetoric hes unfit every level tl 
 Seems Trumps phone call Taiwan good way put China notice done doormat forn 
 My statement Presidentelect Trumpphone call Taiwan President Tsai Ingwen 
 Its great finally PresidentElect NOT bow Communist China Donald Trump put AMERICA FIRST n 
 bpolitics Are guys still Cuba Weve moved Taiwan China Pakistan India possible WW3 Trump whatever 
 MSM PC media wrong TaiwanTrump encouraged open Taiwan Communist China 
 Trump cannot call leader Taiwan without liberal media casting aspersions But Obama make deals Iran an 
 Trump organization admits Asian sales manager visited Taiwan October pursue Trump Towers 
 HokieWartooth Trump idiot screw communist China time realize Taiwan stay recognize 2 states 
 Bull China shop Trump risks diplomatic blowup Asia Probably best coverage Ive read today 
 Trump speaks Taiwan amp Liberals OUTRAGED Obama sells Taiwan 183 Billion weapon last year amp ONE said word 
 Hi Mistah Trump snicker This president Taiwan calling 
 lthand phone whisperinggt 
 Guys stop laughinh 
 Its great finally PresidentElect NOT bow Communist China Donald Trump put AMERICA FIRST a 
 After Trumps Taiwan phone call fiasco Trump Organization caught lyingit brazenly denies planning ea 
 TrumpTaiwan call 1st betw US president presidentelect amp Taiwan ldr since diplo relations cut 1979 
 In September Trump Org sent someone Taiwan inquiring possible development near Taiwans airport 
 After Trumps Taiwan phone call fiasco Trump Organization caught lyingit brazenly denies planning e 
 The nytimes thrilled Obama talking Communist dictator Castro horrified Trump talking elected l 
 I wonder conservs respond Trump reversed ChinaTaiwan policy put place Reagan amp honoredr 
 TrumpTaiwan Finally Explained PIZZA GATE IS REAL GLOBALIST ELITE amp SATANIC CULT GAMES via wordpressdotcomrd 
 TRUMP taking call Taiwan My pleasure Were friends Now tell me Is hot there Because I need movet 
 That quick Donald Trump risks China rift Taiwan call 
 Trump Org we planning expansion Taiwan How abt this Great find mega2e httt 
 Oh maaaanTrump camp denies plans expand Taiwan Trump employee posted work trip FB just 
 This extract book Easternisation gives flavour Trumps Taiwan phone call potentially dangerous htt 
 kolyapetrov1983 Yep I see that And Im Trump fan Just seems like were pretending Taiwan exist 
 China hopes Trump call Taiwan leader damage ties 
 Trump Taiwan The Meaning Phone Call The Atlantic 
 The Trump Taiwan call ill timed strait watcher tell they thinking Whatt 
 Obama breaks wdecades US policy Cuba amp gets endless fawning coverage Trump breaks wUS policy phoning Taiwanm 
 So yeah US SHOULD supportive democratic Taiwan vs undemocratic China Dont pretend thats r 
 Trump spoke Taiwan president conversation certain infuriate Beijing via WSJ 
 This exactly someone withnoexperienceshouldnothavebeenelectedPresident 
 So Obama made 18 billion arms deal wTaiwan amp fine Trump made 1 phone call Taiwan amp destroyed relatione 
 Trump makes history phone call longtime ally Taiwan via pamelageller 
 ReutersUS left freaking cause trump talked Taiwan prez yet Obama sold billions weapons one blinks 
 FP BREAKING Beijing contacted US Trump Taiwan call foreign ministrya s 
 Trump breeched decades USA foreign policy towards China amp lied circumstances Bodes well China Taiwan 
 Editorial I love left thinks Trump speaking Taiwan horrifying Yet Obama making deal Iran totall 
 Obama made 18 billion arms deal Taiwan amp media care Trump phone Taiwan amp destroyed relatioe 
 Its great finally PresidentElect NOT bow Communist China Donald Trump put AMERICA FIRST e 
 FarEastAdvTravl Periscope Taiwan Look What The Trump Call Did taiwan trump 
 Trump takes call Taiwan 
 Liberalsactually liberals time 
 Donald Trump speaks Taiwans President move threatens trigger diplomatic showdown China 
 Dear china 
 The majority Americans NOT vote Trump sorry ElectoralCollge electing offensih 
 Seriously Trump Taiwan call could undo decades work two essential nations pretty irresponsible regardlese 
 good take trump totally reckless speaking taiwan know china consider country 
 better tac 
 Ok President Taiwan called asked tickets Hairspray Live fuck Trump 
 The Trump Taiwan fiasco proved every point ever made PresidentElects rhetoric hes unfit every level run country 
 guardian business See Trump picked ELAINE CHAO born Taipei TAIWAN Secretary TRANSPORTATION 
 China plays Trumps hands Taiwan declaration 
 I feel pretty chill trump Taiwan call nuclear war affect everyone equally htt 
 Trump speaks directly Taiwans leader irking China AP 
 Trump first president call Taiwan since 1979 oh man fucked 
 Ill take PresidentElect Trumps Thank you call Taiwan Obamas Im sorry heres money call Iran ANY De 
 Chinese foreign minister calls phone call Taiwans president Trump just small trick Taiwan 
 President Obama Presidentelect Trump Taiwan China 
 They could different 
 Philip Bump Trumps phone call Taiwan break US 
 or possible that wo foreign policy team place Trump amp folks didnt know massive ramifications cai 
 Donald Trump defense controversial Taiwan call 
 Did Trump even know Taiwan PRC separate 
 China blames Taiwan presidents petty phone call Trump via Reuters 
 Trump lies abt arranging call w Taiwanputs national security risk using official communication channels bc 
 China protests Trump call Taiwan leader 
 Trumps Phone Call With Taiwan President Sparks China Complaint Wall Street Journal 
 Im glad anyone chance mock Trump But seriously Taiwan recognized independent country ic 
 How China respond Donald Trump breaks longstanding US policy speak Taiwan directly Trump certainly shakc 
 China lodges complaint TrumpTaiwan call CNNPolitics 
 What precipitated deeply destructive rogue call Taiwan More likely Michael Flynn whispering Trumpc 
 This extract book Easternisation gives flavour Trumps Taiwan phone call potentially dangerous htc 
 Oh maaaanTrump camp denies plans expand Taiwan Trump employee posted work trip FB jusc 
 Obama breaks wdecades US policy Cuba amp gets endless fawning coverage Trump breaks wUS policy phoning Taiwan 
 checks Twitter history learn Trumps apparently massively important policy stance Taiwan 
 Trump Wouldnt great got along w Taiwan 
 Aide Sir banks China might unhappy this 
 Idiotic issue President Tsai Ingwen CALLED Trump call her TrumpTaiwan call China lodges protest 
 The nytimes thrilled Obama talking Communist dictator Castro horrified Trump talking elected ln 
 Interesting perspective interpret TrumpTaiwan news 
 China lodged first diplomatic protest Donald Trump 
 Trumps phone call Taiwan signals break Obamas Clintons Bushes China coddling About time 
 Pakistan Taiwan The Philippines I feel like Im watching SNL skit Donald Trump playing himself Except dangn 
 Wondering Trump made call Taiwan 
 No conflict interest Just risking escalation China businesN 
 China lodged lemn representationswith US Trumpphone call Taiwan 
 After provoking China titillating Taiwan mere hours Trump announcing Weve always war Ean 
 China blasts ttyaiwan call Trump are 
 CNN reporting China already contacted White House Trumpcall Taiwan pres 
 Trump talks Taiwan people lose mind Obama sells Taiwan weapons worth 18 billion 2015 one san 
 Trumpphone call Taiwan President sparks China complaint 
 Trump amp Taiwan This example winging extreme Hope Trump feel double thisi 
 UPDATE China made formal complaint US Donald Trumps call Taiwan 
 US sells weapons I cant get call Trump baffled outrage Taiwan phone call 
 ObamaCuba TrumpTaiwan false equivalency rails A bunch clueless reckless Americans elected clueless reci 
 China angry Trumps phone call Taiwan 
 Read More 
 Globalistssome Middle Easternwanted US fight Russia 
 Wont happen Now want US fight China 
 Oh maaaanTrump camp denies plans expand Taiwan Trump employee posted work trip FB jusi 
 LIVE Periscope Taiwan Look What The Trump Call Did taiwan trump 
 Its vital US relations China ring Taiwan 
 Trump rings Taiwan 
 Its vital hit br 
 China lodges complaint over Trump Taiwan call 
 TrumpLeaks TrumpTransition LEAVE THE PRESIDENT ALONE LET HIM MA 
 I saw BBC thought see it 
 Trump speaks Taiwanleader seen affront China p 
 China lodges complaint TrumpTaiwan call 
 Can believe crap 
 This wars start 
 Trump managed offend half world 24 hours 
 China lodges protest Trump call Taiwan president via Reuters 
 Trump CAUGHT Trying To Build Resort In Taiwan MOMENTS After Speaking To PresidentDETAILS 
 Two weeks ago Trump wants expand business Taiwan 
 Today Trump breaks 37 yrs foreign policy talking w Taiwao 
 Donald Trump fell ttle trickperformed Taiwan China says via qz 197 
 Russia amp Taiwan respectable relationship trade deals Since Trump Putin puppet hes used advance thi 
 Smart take impact Trumps phone call President Taiwan This really matters 
 This TaiwanPRC phone call thing combined new Trump developments Taipei beyond insane This playing with 
 China lodges protest Trump call Taiwan president Reuters ForeignNONpolicy RealDonaldTrump 
 TrumpTaiwan call breaks four decades US policy Where last four decades gotten us again 
 To predict Trump foreign policy best first look hes Trump Org business Taiwan Trump hotel Sudden nen 
 Taiwan Having smashed crockery political convention election Trumps broken Ming vase US dipn 
 Heres president cant call Taiwan JessicaScott09 via c0nvey 
 I feel like maybe TrumpTaiwanChina thing bi 
 dies nuclear war 
 I think American president aggressively supporting Taiwan would good thing thats Trump did doing 
 owillis Trump worried India saying hed visit Pakistaninvited Duterte DC angered China speaking w Taiwan pres In 48hrs 
 Obama SOLD 18 billion WEAPONS Taiwan But Trump takes call President amp war LOL Libs R pi 
 This TaiwanPRC phone call thing combined new Trump developments Taipei beyond insane This playing withR 
 Trump irks China speaking directly Taiwanleader AP T 
 Of course Trumps Taiwan phone call preceded hotel development inquiry 
 TrumpTaiwan call China lodges protest BBC News 
 Trumpphone call Taiwan president sparks China complaint 
 Trump risks China rift Taiwan call via msnbc 
 Unprecedent TrumpTaiwan Call Was No Surprise Official 
 Has controversial call Presidentelect Trump amp Taiwans President overturned decades diplomatic protocol 
 Trump 1 worried India saying hed visit Pakistan 2invited Duterte DC 3 angered China speaking w Taiws 
 Trump Speaks With TaiwanLeader Affront China 
 Bull China shop Trump risks diplomatic blowup Asia POLITICO 
 OBAMA Please call Taiwan again strict policy 
 TRUMP But Taiwanna 
 O What 
 T Taiwanna call them 
 O Iw 
 BREAKING Chinas foreign minister hopes US relations interfered damaged Trump speaks Taiwan leader 
 MSM realDonaldTrump caused diplomatic crisis w China Taiwan 
 China No didnt 
 MSM Damn 
 The scariest thing TrumpTaiwan Duerte Pakistan CLEARLY NO ADULT IN THE ROOM preserving world san 
 ErinBurnett Former Seal RepRyanZinke facts straight looking like idiot Taiwan Prez called Trump 
 Trump Organization fishing biz deals Taiwan Im sure reason PEOTUS called 
 Media freakout Trump taking call Taiwan leads one hilarious tweet via BizPacReview 
 Donald Trump spoke telephone Taiwanleader could lead major rift China h 
 Trump repairs relations wmore Taiwan Duterte felt rapport Trump assures USPhilippines ties intact 
 Bully nuclear china shop nald Trump breaks US foreign policy Taiwan callssures 
 Taiwan call shows Trump transition team Band Bumblers Now scrambling hide Taiwan hotel 
 Further Trump talks build hotelsresorts Taiwan No doubt wants curry favor there His 
 Obama taken call Trudeau taken call Trump did wrong To hell Beijing 
 Trumps Phone Call With Taiwan President Sparks China Complaint Wall Street Journal News 
 Oh maaaanTrump camp denies plans expand Taiwan Trump employee posted work trip 
 Trumps Taiwan Call Breaks With US Policy 
 Heres issue moment Trumps Phone Call With Taiwan President Sparks China Complaint Wall Street Journal 
 realDonaldTrump nice try Cant tweet way epic fail trumpTaiwan 
 Trump says Taiwain leader called him though Taiwain paper says Trump staffer arranged call htn 
 China blames Taiwan presidents petty phone call Trump lodges protest Reckless stupid 
 Tweets like mean Trump serious said tough China China recognize Taiwan soverein 
 So cant call Taiwan 
 Yeah conflict interest 
 If expect upset Trump treating Taiwan free state angering enormous communist tyranny umn 
 Trump Taiwan China Why one phone call matters much 
 Trump Org we planning expansion Taiwan How abt this Great find jpublikn 
 Im sure suburban Trump supporters going upset hes trolling Chinese Communist Party taiwan 
 BREAKINGNEWSNOWDEVELOPINGBeijing contacted US Trump Taiwan call foreign ministry via AFP ImpactYourWorld 
 Trump consulted State Dept prior calls world leaders Probably also case Taiwan 
 I fucking CLUE Trumps intentions re Taiwan I know China run State Departn 
 Media GOES HYSTERICAL Over Phone Call From Taiwan Forgets Obama Sold Taiwan Billions In Weapons vin 
 China lodges protest Trump call Taiwan president via AOL 
 A phone call changes world 
 Conman Trump already verge disaster No thought given US policy long get hotel Taiwan 
 LucyInTheSkybox So Obama sells Billions weapons Taiwan Trump takes phone call 
 obama walks state department trump gets phone taiwan 
 Guys big deal absolutely TYRANNICAL phone call Trump received Taiwan China goinn 
 Donald Trump spoke telephone Taiwanleader could lead major rift China g 
 realDonaldTrump really THAT much stupid mothers cunt 
 Its fascinating Trump made 18month presidential campaign without getting serious question 
 Media China gonna blow gasket 
 China Please again 
 Media furious 
 China Meh 
 Public Wb 
 BEIJING AP Chinas foreign minister hopes US relations interfered damaged Trump speaks Tn 
 China lodges complaint realDonaldTrumpTaiwan call Trump winging it Taiwan call 
 Corrupt MSM says PresidentElect Trump allowed speak w Taiwan Communist China says so China NOT telln 
 Why take call Trump considering building luxury resorts Taiwan A Trump representative visited Taoyuan Sepn 
 davidaxelrod realDonaldTrump trump knows exactly hes doing Hes eyeing Taiwan built hotels etc 
 Trumps Taiwan phone call preceded hotel development inquiry j9 
 Trump talked phone Taiwan 
 Obama sold billions arms deals Taiwan 
 Whos Beijing upset with 
 I conference Taiwan experts amp officials today agreed almost total lack tensions prei 
 fox news Saturday get right either 1000 jobs 1100 either president elect Trump received call made call Taiwan bad 
 FurForceFive proven help Russia ties oilgas aka ExxonMobil Taiwan hotels foreign govs booking Trump props gets bids StopTrump 
 Presidentelect Trump spoke directly president Taiwan move drew irritated response China 
 What precipitated deeply destructive rogue call Taiwan More likely Michael Flynn whispering Trumpe 
 Trumps norance foreign policy Taiwan Doesnt people versed Geopolitics December 1 
 Well done US Pres DonaldTrump China lodges complaint TrumpTaiwan call Tibet EU UK AUSf 
 So mean media outlets reporting Trump called Taiwan putting fake news 
 CNN dWy 
 Obama made 18 billion arms deal Taiwan amp media care Trump phone Taiwan amp destroyed relatioY 
 Chinas FMWang Yi downplayed call Taiwans pres amp Trump a small trick Taiwan amp change US policY 
 Trumps Taiwan phone call preceded hotel development inquiry World Peace 
 MSM continues lie lie lie Taiwan called Trump He call Taiwan 
 TrumpCalls difficult guess intensions 
 Google News Trumps Phone Call With Taiwan President Sparks China Complaint Wall Street Journal 
 Its OK Obama give 500 billion dollars Iran Trump accepts congratulatory call Taiwan libs 
 Taiwanese press Trump children talks build series luxury resorts hotels Taiwan 
 diplomacy Taiwan xeniawickett ChathamHouse speakers IFRI 121 China pleased election Trump 
 China lodged diplomatic protest following Trumps call Taiwans president 
 China blames Taiwan presidentamp039s amp039pettyamp039 phone call Trump lodges protest 
 TrumpLeaks TrumpTransition LEAVE THE PRESIDENT ALONE LET htt 
 Trump 1 worried India saying hed visit Pakistan 2invited Duterte DC 3 angered China speaking w Taiw 
 In 48 hours Trump Lied Carrier Deal Taiwan amp Im sure 5 things 
 Note Trumps eyeing major real estate project Taiwan Perfect eg national security facets Trumps conflic 
 Donald Trump speaks directly Taiwans president breaking US policy BBCBreaking via c0nvey 
 This extract book Easternisation gives flavour Trumps Taiwan phone call potentially dangerous ht 
 Re Trump amp Taiwan Face it Our presidentelect imbecile Incurious Ignorant Lazy Dangerous Imbecile WereSoScrewi 
 TrumpTaiwan call Commie China lodges protest BBC News 
 Obama place missile system Korea Trump calls Taiwan Trump Speaks With TaiwanLeader Affront China 
 Raleigh trends now Trump Taiwan Raleigh NCAT MakeABandLazy BetterThanItSounds 
 Two weeks ago Trump wants expand business empire Taiwan via mattdpearce 
 360WiseNews Donald Trump Talks To Taiwans Tsai Ingwen Will He Cause A Crisis With China 
 This extract book Easternisation gives flavour Trumps Taiwan phone call potentially dangerous hte 
 Oh no Run sky falling President Elect Donald Trump received congratulatory phone call new President of 
 Only two possible explanations Trump Taiwan call 1 accidental dumb know 2 deliberatee 
 Biggest risk Trumps Taiwan call pissing China Its giving Taiwan idea well support the 
