is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	Deaf_Dwayne	"""@trapman2000: RT @Deaf_Dwayne: @realDonaldTrump Thanks for not being politically correct! America needs the truth."	" ""@trapman2000:"	 @realDonaldTrump Thanks for not being politically correct! America needs the truth.	thanks for not being politically correct america needs the truth
1	martintagg	"""@Canvasguru: Lol! RT @martintagg: .@realDonaldTrump You've been popular with ladies for a while. What's your secret handsome?"" My hair!"	" ""@Canvasguru: Lol!"	" .@realDonaldTrump You've been popular with ladies for a while. What's your secret handsome?"" My hair!"	youve been popular with ladies for a while whats your secret handsome my hair
1	realDonaldTrump	"""@VineCulture: RT @realDonaldTrump: .@WineEnthusiast awarded Trump Vineyard’s Sparkling Reserve 91 points --- the highest rated wine V."	" ""@VineCulture:"	 .@WineEnthusiast awarded Trump Vineyard’s Sparkling Reserve 91 points --- the highest rated wine V.	awarded trump vineyards sparkling reserve 91 points the highest rated wine v
1	PetsAliveWest	"""@GilCharles: @realDonaldTrump can I get a RT for @PetsAliveWest in NY. Saving lots of animals."""	" ""@GilCharles: @realDonaldTrump can I get a"	" for in NY. Saving lots of animals."""	for in ny saving lots of animals
1	realDonaldTrump	"""@RocRx: RT @realDonaldTrump Everybody should contribute & fight in the long haul battle against autism. @autismspeaks"" GREAT!"	" ""@RocRx:"	" Everybody should contribute & fight in the long haul battle against autism. @autismspeaks"" GREAT!"	everybody should contribute fight in the long haul battle against autism autismspeaks great
1	Newsmax_Media	RT @Newsmax_Media: Trumps Warns of Obama Tipping Point that May Destroy America http://t.co/CnHhZArl via @Newsmax_media		 Trumps Warns of Obama Tipping Point that May Destroy America http://t.co/CnHhZArl via @Newsmax_media	trumps warns of obama tipping point that may destroy america via newsmaxmedia
1	EricTrump	 RT @EricTrump: 2016 was such an incredible year for our entire family! My beautiful wife @LaraLeaTrump made it even better! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.…	 	 2016 was such an incredible year for our entire family! My beautiful wife @LaraLeaTrump made it even better! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.…	2016 was such an incredible year for our entire family my beautiful wife laraleatrump made it even better x1f1fax1f1f8x1f1fax1f1f8
1	DanScavino	 RT @DanScavino: On behalf of our next #POTUS & @TeamTrump- #HappyNewYear AMERICA_x1f1fa__x1f1f8_ https://t.co/Y6XDdijXea https://t.co/D8plL7xHql https:…	 	 On behalf of our next #POTUS & @TeamTrump- #HappyNewYear AMERICA_x1f1fa__x1f1f8_ https://t.co/Y6XDdijXea https://t.co/D8plL7xHql https:…	on behalf of our next potus teamtrump happynewyear americax1f1fax1f1f8
1	realDonaldTrump	 RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz	 	 Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz	happy birthday donaldjtrumpjr
1	fundanything	RT @fundanything In case you missed it, check out @washingtonpost story about @realDonaldTrump & @fundanything http://t.co/2lvC2xuEON		 In case you missed it, check out @washingtonpost story about @realDonaldTrump & @fundanything http://t.co/2lvC2xuEON	in case you missed it check out washingtonpost story about realdonaldtrump fundanything
1	DanScavino	 RT @DanScavino: #TrumpTrain_x1f682__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.co/qAQdBGEwSv	 	 #TrumpTrain_x1f682__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.co/qAQdBGEwSv	trumptrainx1f682x1f4a8x1f1fax1f1f8x1f1fax1f1f8x1f1fax1f1f8x1f1fax1f1f8
1	DanScavino	 RT @DanScavino: Join #PEOTUS Trump & #VPEOTUS Pence live in West Allis, Wisconsin! #ThankYouTour2016 #MAGA https://t.co/vU5EPIYKUc https:/…	 	 Join #PEOTUS Trump & #VPEOTUS Pence live in West Allis, Wisconsin! #ThankYouTour2016 #MAGA https://t.co/vU5EPIYKUc https:/…	join peotus trump vpeotus pence live in west allis wisconsin thankyoutour2016 maga
1	JohnDuthie1	.@alexsalmond @pressjournal RT @JohnDuthie1 just sitting here looking out over Aberdeen bay. These clowns cannot be allowed...	 .@alexsalmond @pressjournal	 just sitting here looking out over Aberdeen bay. These clowns cannot be allowed...	just sitting here looking out over aberdeen bay these clowns cannot be allowed
1	djkevritch	.@alexsalmond @pressjournal RT @djkevritch im proud to be scottish, but bonnie scotland will soon be a thing of the past w/ these windmills	 .@alexsalmond @pressjournal	 im proud to be scottish, but bonnie scotland will soon be a thing of the past w/ these windmills	im proud to be scottish but bonnie scotland will soon be a thing of the past w these windmills
1	GailLorene	.@alexsalmond @pressjournal RT @GailLorene Ask our Canadian neighbors who abhor the windfarms. And poor Scotland	 .@alexsalmond @pressjournal	 Ask our Canadian neighbors who abhor the windfarms. And poor Scotland	ask our canadian neighbors who abhor the windfarms and poor scotland
1	TerryGlavin	RT @TerryGlavin: Obama should have taken her call. Trudeau should have taken her call. Trump did, so it's wrong? To hell with Beijing https??e		 Obama should have taken her call. Trudeau should have taken her call. Trump did, so it's wrong? To hell with Beijing https??e	obama should have taken her call trudeau should have taken her call trump did so its wrong to hell with beijing
1	thehill	Oops. RT @thehill: Trump breaks decades of US protocol with phone call to Taiwan leader https://t.co/YU2x04PhV7 https://t.co/2WXDViC7lK	 Oops.	 Trump breaks decades of US protocol with phone call to Taiwan leader https://t.co/YU2x04PhV7 https://t.co/2WXDViC7lK	trump breaks decades of us protocol with phone call to taiwan leader
1	CaptainsLog2016	RT @CaptainsLog2016: Only a pathological liar would set up the call &amp; then state that Taiwan called him		 Only a pathological liar would set up the call &amp; then state that Taiwan called him	only a pathological liar would set up the call amp then state that taiwan called him
1	funder	RT @funder: Breaking:Trump started doing business in Taiwan in 2008 #TrumpLeaks		 Breaking:Trump started doing business in Taiwan in 2008 #TrumpLeaks	breakingtrump started doing business in taiwan in 2008 trumpleaks
1	DailyCaller	RT @DailyCaller: Trump May Be Risking Tense Ties With China By Reaching Out To Taiwan https://t.co/HYeZ6jTTIb https://t.co/Fpi7bCAk0D		 Trump May Be Risking Tense Ties With China By Reaching Out To Taiwan https://t.co/HYeZ6jTTIb https://t.co/Fpi7bCAk0D	trump may be risking tense ties with china by reaching out to taiwan
1	guardiannews	RT @guardiannews: Trump's Taiwan phone call preceded by hotel development inquiry https://t.co/vWKYbrzMCj		 Trump's Taiwan phone call preceded by hotel development inquiry https://t.co/vWKYbrzMCj	trumps taiwan phone call preceded by hotel development inquiry
1	charliekirk11	RT @charliekirk11: Trump takes a congratulatory phone call from Taiwan and gets from grief from the media than Obama giving $500 billion to??w		 Trump takes a congratulatory phone call from Taiwan and gets from grief from the media than Obama giving $500 billion to??w	trump takes a congratulatory phone call from taiwan and gets from grief from the media than obama giving 500 billion tow
1	pharris830	RT @pharris830: Trump Just Infuriated China By Calling Taiwan. Dan Rather? Response Is Going Viral. - https://t.co/XrjEMKwcDUai		 Trump Just Infuriated China By Calling Taiwan. Dan Rather? Response Is Going Viral. - https://t.co/XrjEMKwcDUai	trump just infuriated china by calling taiwan dan rather response is going viral
1	kenluke	RT @kenluke: Idiotic issue. President Tsai Ing-wen CALLED Trump; he didn't call her. Trump-Taiwan call: China lodges protest. https://t.co/??w		 Idiotic issue. President Tsai Ing-wen CALLED Trump; he didn't call her. Trump-Taiwan call: China lodges protest. https://t.co/??w	idiotic issue president tsai ingwen called trump he didnt call her trumptaiwan call china lodges protest
1	bocavista2016	RT @bocavista2016: Who's China mad at over #TrumpCall?		 Who's China mad at over #TrumpCall?	whos china mad at over trumpcall
1	realDonaldTrump	"""@GlennHowerton: http://t.co/SX5gs0dwpW RT .@MissCassie1230: @realDonaldTrump for President! Smarter than any man in the USA!"" True!"	" ""@GlennHowerton: http://t.co/SX5gs0dwpW"	" .@MissCassie1230: for President! Smarter than any man in the USA!"" True!"	for president smarter than any man in the usa true
1	MissLizzyNJ	RT @MissLizzyNJ: So Obama made a $1.8 billion arms deal w/Taiwan &amp; it's fine, but Trump made 1 phone call to Taiwan &amp; he destroyed relation??Y		 So Obama made a $1.8 billion arms deal w/Taiwan &amp; it's fine, but Trump made 1 phone call to Taiwan &amp; he destroyed relation??Y	so obama made a 18 billion arms deal wtaiwan amp its fine but trump made 1 phone call to taiwan amp he destroyed relationy
1	qz	RT @qz: Donald Trump fell for a ?ittle trick??performed by Taiwan, China says https://t.co/64eU35xFlIcede		 Donald Trump fell for a ?ittle trick??performed by Taiwan, China says https://t.co/64eU35xFlIcede	donald trump fell for a ittle trickperformed by taiwan china says
1	ScottPresler	"RT @ScottPresler: I'll take President-Elect Trump's ""Thank you"" call from #Taiwan over Obama's ""I'm sorry, here's money"" call to Iran ANY D??l"		" I'll take President-Elect Trump's ""Thank you"" call from #Taiwan over Obama's ""I'm sorry, here's money"" call to Iran ANY D??l"	ill take presidentelect trumps thank you call from taiwan over obamas im sorry heres money call to iran any dl
1	davidschneider	"RT @davidschneider: ""A call from the President of Taiwan for a Donald Trump!"""		" ""A call from the President of Taiwan for a Donald Trump!"""	a call from the president of taiwan for a donald trump
1	BillKristol	RT @BillKristol: Under Trump, Taiwan becomes 51st state, free Cuba 52nd.		 Under Trump, Taiwan becomes 51st state, free Cuba 52nd.	under trump taiwan becomes 51st state free cuba 52nd
1	Daily_Express	RT @Daily_Express: 'SHE CALLED ME' Trump hits back at critics over 'diplomatic blunder' call with Taiwan https://t.co/V7Te3eAkT2 https://t.??n		 'SHE CALLED ME' Trump hits back at critics over 'diplomatic blunder' call with Taiwan https://t.co/V7Te3eAkT2 https://t.??n	she called me trump hits back at critics over diplomatic blunder call with taiwan
1	DavidLawler10	RT @DavidLawler10: Trump has now 1. worried India by saying he'd visit Pakistan 2.invited Duterte to DC 3. angered China by speaking w Taiw??l		 Trump has now 1. worried India by saying he'd visit Pakistan 2.invited Duterte to DC 3. angered China by speaking w Taiw??l	trump has now 1 worried india by saying hed visit pakistan 2invited duterte to dc 3 angered china by speaking w taiwl
1	anneapplebaum	RT @anneapplebaum: How do we know that the Trump overtures towards Taiwan and the Phillipines aren't motivated by personal commercial inter??l		 How do we know that the Trump overtures towards Taiwan and the Phillipines aren't motivated by personal commercial inter??l	how do we know that the trump overtures towards taiwan and the phillipines arent motivated by personal commercial interl
1	cowards_are_us	"RT @cowards_are_us: REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RgX7jbA5KD DOES USA HAVE A ""PLA??n"		" REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RgX7jbA5KD DOES USA HAVE A ""PLA??n"	revealed trump organization eyes taiwan for newest luxury resort location does usa have a plan
1	greenhousenyt	RT @greenhousenyt: After Trump's Taiwan phone call fiasco, the Trump Organization is caught lying, denying that it is not planning expansio??n		 After Trump's Taiwan phone call fiasco, the Trump Organization is caught lying, denying that it is not planning expansio??n	after trumps taiwan phone call fiasco the trump organization is caught lying denying that it is not planning expansion
1	kylegriffin1	"RT @kylegriffin1: DNC blasts what they're calling ""Trump? Foolish Taiwan Call"" https://t.co/jxE4KErVwpngg"		" DNC blasts what they're calling ""Trump? Foolish Taiwan Call"" https://t.co/jxE4KErVwpngg"	dnc blasts what theyre calling trump foolish taiwan call
1	JackPosobiec	RT @JackPosobiec: Obama turned his back on Taiwan		 Obama turned his back on Taiwan	obama turned his back on taiwan
1	nytimes	RT @nytimes: Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytuAN		 Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytuAN	donald trump spoke by telephone with taiwan leader which could lead to a major rift with china
1	nytimes	RT @nytimes: Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytug 		 Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytug	donald trump spoke by telephone with taiwan leader which could lead to a major rift with china
1	DAlexBlumenthal	RT @DAlexBlumenthal: folks hysterical about Trump call are clueless that we have legal obligations to Taiwan. Relations with both sides.		 folks hysterical about Trump call are clueless that we have legal obligations to Taiwan. Relations with both sides.	folks hysterical about trump call are clueless that we have legal obligations to taiwan relations with both sides
1	JeffreyGuterman	RT @JeffreyGuterman: #Trump? phone call with #Taiwan President sparks #China complaint https://t.co/GIWXGBc1X3el		 #Trump? phone call with #Taiwan President sparks #China complaint https://t.co/GIWXGBc1X3el	trump phone call with taiwan president sparks china complaint
