retweet_text
 Umm...Trump called Taiwan leader. Wow. Reagan, Bush, Bush and every dem president since 79 would be/must be flabbergast??n
 President-elect Trump calls president of Taiwan today. Meanwhile, Trump Org apparently looking to expand into Tawian htt??n
 Incompetence is really the primary threat from the #Trump administration. https://t.co/tbhXqikV6i
 Obama secretly talks to Iran and North Korea he's a genius. Trump calls Taiwan and the world is gonna end. What a joke.
 This extract from my book Easternisation gives a flavour of why Trump's Taiwan phone call is so potentially dangerous ht??n
" China's foreign minister calls Trump-Tsai phone call ""a shenanigan by the Taiwan side."" https://t.co/fazLTJPCZM https://t.co/yO??n"
 We know Trump is an evasive, constant liar. He lied about Taiwan calling him in tweet. Lied to America. He'll lie to the???
 BREAKING: Trump spoke w/ Pres Tsai Ing-wen of Taiwan. It's the first time a U.S. president-elect &amp; Taiwan? leader have spoken???io
 What precipitated the deeply destructive rogue call to Taiwan? More than likely it was Michael Flynn whispering in Trump'??
 @Teknofish @FT More like he doesn't have a clue. I doubt Trump even realized that calling Taiwan's president would be an issu??e
 Trump speaks with Taiwan's president, risking China tensions. https://t.co/EamU1S44E7
 I live in Aberdeenshire & I'm with you, you have made a big difference to that bit (cont) http://t.co/lEDWYOIhNr
 This time I agree 100% I never knew how useless a wind turbine was until I (cont) http://t.co/5z0lUko0Ft
 You'll be doing us in scotland a great service if you win. Good Luck.
 Donald Trump's idiocy (re: Taiwan), is how wars get started. His idiocy is going to get us blown up. Idiot! Idiot! Idio??
 Trump just destroyed 37 yrs of US-China-Taiwan balance because he wants to build a hotel and make money. The world? He co??
 My statement on President-elect Trump? phone call with Taiwan President Tsai Ing-wen: https://t.co/2jY7HUJFdKor
 Trump speaks with Taiwan's president, risking China tensions https://t.co/NUFEU8tcvt via @foxnewspolitics https://t.co/Yjwee1R??
 China has lodged a diplomatic protest following Trump's call with Taiwan's presi.. https://t.co/arTefaRxpg https://t.co/??
 Trump is playing dangerous and reckless politics #Taiwan #China #PresidentElectTrump
 @GeorgeTakei Where we're you when Obama sold 1.8 billion dollars worth of military equip to Taiwan.But hey Trump made a ph??e
 Donald Trump speaks directly with Taiwan's president - breaking with US policy set in 1979 when ties were cut https://t.co??e
 “@ApprenticeNBC: Her beauty lives 05,000 miles past Heaven. http://t.co/Edhyw5oupw ” Thank u @THEGaryBusey!
 @VinceMcMahon @realDonaldTrump @WWE My two favorite billionaires!
" .@CBSNews confirms FBI found emails on #AnthonyWeiner computer, related to Hillary Clinton server, that are ""new"" & not p…"
" ""@laurencristmann: @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP… #RT #CNN #HBO"""
" Hi @realDonaldTrump it’s my birthday any chance of a retweet"" Happy birthday!"
 President-elect Trump announces selections for Attorney General, National Security Advisor, CIA Director. More here: ht…
 Personally I think it is awesome that @realDonaldTrump listens to @DLoesch on the radio. She's awesome.
 Such a surreal moment to vote for my father for President of the United States! Make your voice heard and vote! #Election2…
 Join my family in this incredible movement to #MakeAmericaGreatAgain!! Now it is up to you! Please #VOTE for America! https:…
 FINAL PUSH! Eric and I doing dozens of radio interviews. We can win this thing! GET OUT AND VOTE! #MAGA #ElectionDay ht…
 Thanks New Hampshire!!! #NH #NewHampshire #MAGA https://t.co/JDgcyJvJpk
 .@IvankaTrump in Michigan: ‘This is your movement’ https://t.co/0Sa7huoOP1 @realDonaldTrump https://t.co/cMXEqSHuDj
 Thank you New Hampshire! _x1f1fa__x1f1f8_ https://t.co/pdnxXq2jgy
 Join @realDonaldTrump LIVE in Denver, Colorado via his #Facebook page- we are here!! #MakeAmericaGreatAgain_x1f1fa__x1f1f8_ https://t.c…
 Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE & is runnin…
 Thanks @IvankaTrump for coming to help win Michigan! More people here than a Hillary rally with less than 24 hours notice…
 Join @realDonaldTrump LIVE in Wisconsin with Gov. @ScottWalker, @MayorRGiuliani, @Reince & Coach Bobby Knight! LIVE: https:…
" Does @VanityFair realize that the purpose of a magazine is to sell issues?"""
" Circulation @ record low. Spy Mag also failed under Graydon."" @VanityFair Magazine"
 WSJ: The Cold Clinton Reality... https://t.co/udWj5mXcA6
 WSJ: Grifters-in-Chief... https://t.co/mPFocMuBgu
 Tune into @GMA right now to catch a great interview with my father & the entire family! _x1f1fa__x1f1f8_ #VoteTrumpPence16 https://t.co/Sa…
" ""Success is having to worry about every damn thing in the world, except money."" - Johnny Cash"""
 ObamaCare premiums could jump as high as 51% http://t.co/5jF0J3OY3X Terrible for economy. Repeal & Replace.
" .@realDonaldTrump: I have thousands of Hispanics working for me & they like me very much. http://t.co/A7RaXDC4gH"""
 @realDonald Trump: 'Celebrity Apprentice' Season 5 is 'Tough, Nasty & Smart.' Watch: http://t.co/l7K0D9Cx
 TRUMP STUMPS... http://t.co/OD9NFMqbPd
 Bike we built for @realDonaldTrump. The gold flakes in the paint out in the sunlight looked amazing! http://t.co/Ku6NIvZi
" Will be interviewed on @foxandfriends at 8:30. #RT #CNN #HBO"""
 Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us! https://…
 Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump & #VPE…
" ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY"""
 It should be mandatory that all haters and losers use their real name or identification. Say it again!
 @realDonaldTrump Thanks for not being politically correct! America needs the truth.
" .@realDonaldTrump You've been popular with ladies for a while. What's your secret handsome?"" My hair!"
 .@WineEnthusiast awarded Trump Vineyard’s Sparkling Reserve 91 points --- the highest rated wine V.
" for in NY. Saving lots of animals."""
" Everybody should contribute & fight in the long haul battle against autism. @autismspeaks"" GREAT!"
 Trumps Warns of Obama Tipping Point that May Destroy America http://t.co/CnHhZArl via @Newsmax_media
 2016 was such an incredible year for our entire family! My beautiful wife @LaraLeaTrump made it even better! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.…
 On behalf of our next #POTUS & @TeamTrump- #HappyNewYear AMERICA_x1f1fa__x1f1f8_ https://t.co/Y6XDdijXea https://t.co/D8plL7xHql https:…
 Happy Birthday @DonaldJTrumpJr! https://t.co/uRxyCD3hBz
 In case you missed it, check out @washingtonpost story about @realDonaldTrump & @fundanything http://t.co/2lvC2xuEON
 #TrumpTrain_x1f682__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https://t.co/qAQdBGEwSv
 Join #PEOTUS Trump & #VPEOTUS Pence live in West Allis, Wisconsin! #ThankYouTour2016 #MAGA https://t.co/vU5EPIYKUc https:/…
 just sitting here looking out over Aberdeen bay. These clowns cannot be allowed...
 im proud to be scottish, but bonnie scotland will soon be a thing of the past w/ these windmills
 Ask our Canadian neighbors who abhor the windfarms. And poor Scotland
 Obama should have taken her call. Trudeau should have taken her call. Trump did, so it's wrong? To hell with Beijing https??e
 Trump breaks decades of US protocol with phone call to Taiwan leader https://t.co/YU2x04PhV7 https://t.co/2WXDViC7lK
 Only a pathological liar would set up the call &amp; then state that Taiwan called him
 Breaking:Trump started doing business in Taiwan in 2008 #TrumpLeaks
 Trump May Be Risking Tense Ties With China By Reaching Out To Taiwan https://t.co/HYeZ6jTTIb https://t.co/Fpi7bCAk0D
 Trump's Taiwan phone call preceded by hotel development inquiry https://t.co/vWKYbrzMCj
 Trump takes a congratulatory phone call from Taiwan and gets from grief from the media than Obama giving $500 billion to??w
 Trump Just Infuriated China By Calling Taiwan. Dan Rather? Response Is Going Viral. - https://t.co/XrjEMKwcDUai
 Idiotic issue. President Tsai Ing-wen CALLED Trump; he didn't call her. Trump-Taiwan call: China lodges protest. https://t.co/??w
 Who's China mad at over #TrumpCall?
" .@MissCassie1230: for President! Smarter than any man in the USA!"" True!"
 So Obama made a $1.8 billion arms deal w/Taiwan &amp; it's fine, but Trump made 1 phone call to Taiwan &amp; he destroyed relation??Y
 Donald Trump fell for a ?ittle trick??performed by Taiwan, China says https://t.co/64eU35xFlIcede
" I'll take President-Elect Trump's ""Thank you"" call from #Taiwan over Obama's ""I'm sorry, here's money"" call to Iran ANY D??l"
" ""A call from the President of Taiwan for a Donald Trump!"""
 Under Trump, Taiwan becomes 51st state, free Cuba 52nd.
 'SHE CALLED ME' Trump hits back at critics over 'diplomatic blunder' call with Taiwan https://t.co/V7Te3eAkT2 https://t.??n
 Trump has now 1. worried India by saying he'd visit Pakistan 2.invited Duterte to DC 3. angered China by speaking w Taiw??l
 How do we know that the Trump overtures towards Taiwan and the Phillipines aren't motivated by personal commercial inter??l
" REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RgX7jbA5KD DOES USA HAVE A ""PLA??n"
 After Trump's Taiwan phone call fiasco, the Trump Organization is caught lying, denying that it is not planning expansio??n
" DNC blasts what they're calling ""Trump? Foolish Taiwan Call"" https://t.co/jxE4KErVwpngg"
 Obama turned his back on Taiwan
 Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytuAN
 Donald Trump spoke by telephone with Taiwan? leader, which could lead to a major rift with China https://t.co/vPNhpVmytug
 folks hysterical about Trump call are clueless that we have legal obligations to Taiwan. Relations with both sides.
 #Trump? phone call with #Taiwan President sparks #China complaint https://t.co/GIWXGBc1X3el
 Just got back from a week in Taiwan. Tensions with China are really high, so this is just extraordinary. https://t.co/V3E6??n
 Unlike Obama, Trump isn't going to bow down to foreign leaders or begin his presidency displaying signs of weakness.
 @Portosj81J Taiwan called Trump. msm splodey heads cause he took the call. Trump will leverage politics for AmericaFirst. ?踫?ew?
" BEIJING (AP) ??China's foreign minister hopes US relations won't be ""interfered with or damaged"" after Trump speaks with T??ew?"
" Chinese foreign minister calls phone call between Taiwan's president and Trump ""just a small trick by Taiwan"" https://t.co/??n"
" I was at a conference of Taiwan experts &amp; officials today and we all agreed on the almost total lack of ""tensions"". [pre-??i"
 Well done #US Pres #DonaldTrump! #China lodges complaint over Trump-Taiwan call https://t.co/LNBryZwRd6 #Tibet #EU #UK #AUS??f
 Trump? phone call with Taiwan president sparks China complaint https://t.co/9WN6j1vhsl/t
 China lodges complaint with US over Trump's Taiwan phone call https://t.co/Venayg7eNz
 So do this mean all the media outlets reporting that Trump called Taiwan are putting out fake news?
" China's FM,Wang Yi, downplayed call between Taiwan's pres &amp; Trump: it was ""a small trick by Taiwan"" &amp; wouldn't change US polic??Y"
 It's OK for Obama to give 500 billion dollars to Iran but Trump accepts a congratulatory call from Taiwan and the libs??
 Taiwanese press that Trump and his children are in talks to build a series of luxury resorts and hotels in Taiwan. https:??
 In 48 hours, #Trump Lied about #Carrier Deal, #Taiwan &amp; I'm sure 5 more things. https://t.co/ZhuwXEnxH9
 Note: Trump's been eyeing a major real estate project in Taiwan!! Perfect e.g. of national security facets of Trump's conflic??
 Re: Trump &amp; Taiwan. Face it. Our president-elect is an imbecile. Incurious. Ignorant. Lazy. Dangerous. Imbecile. #WereSoScrew??i
 REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RuaFG6YTub https://t.co/7cPzmTUEEL
" Two weeks ago: ""Trump wants to expand business empire to Taiwan"" https://t.co/TeHWtHzSzY via @mattdpearce"
" Donald Trump by Mac Miller will always be a hit."" I agree!"
 Oh no!, Run!, the sky is falling!, President Elect Donald Trump received congratulatory phone call from the new President of???
 Only two possible explanations for Trump Taiwan call. 1) accidental: he was too dumb to know what he was doing 2) deliberate.??e
 Biggest risk of Trump's Taiwan call isn't pissing off China. It's giving Taiwan the idea that we'll support them more th??e
" Dem foreign policy adv Jentleson, predicting ""real consequences"" re: Trump/Taiwan: ""two can play - Trump impulsively, Chi??n"
" Taipei Times reported that ""Taiwan-friendly campaign staff"" for Trump arranged the call. https://t.co/0GoKcstS5I https://t??n"
 @EricLiptonNYT @onlxn @mega2e Taiwan News is reporting Eric Trump is scheduled to visit to explore business opportunities t??n
 Donald Trump has spoken with the president of #Taiwan - a move that is likely to provoke a rift with #China https://t.co/PT??n
 FT EXCLUSIVE: Donald Trump risks major diplomatic dispute with China after speaking on phone with Taiwan's president https:??n
" Though it could ""draw the U.S. and China into war??Trump advisors want U.S. to stop ?andering to Beijing.??o/je0"
 Taiwan has me wondering if Trump could be the first president elect every to start a war before taking office
 Obama? been so dignified about a peaceful transition of power?地nd Trump just stabbed him in the back by calling Taiwan??n??ti
" Former Bush spokesman on Trump's Taiwan call: ""China will go nuts"" https://t.co/kFxlxnzA63 https://t.co/gW6Fdi1C8l"
 Trump speaks with Taiwan? leader, seen as an affront to China https://t.co/poLoHnqmwK https://t.co/r6b7rvW1N3:/
 If Trump thinks US diplomatic relations with Taiwan are interesting, there are people who can explain them to him. https://??n
 Obama selling Taiwan WARSHIPS means nothing to China
 Trump makes history with phone call to long time ally, Taiwan https://t.co/0TZvN67GrT https://t.co/SMWZraEIoD
 China hopes Trump call with Taiwan's president won't lead to 'damaged' ties https://t.co/76X1rhYx7g https://t.co/kR6V7??e
" Trump: ""I would never risk nuclear war with China unless I had a REALLY, REALLY GOOD REASON, like building some Trump Hote??e"
 A nearly 4 decade policy against conducting relations with Taiwan and Buffoon Elect #Trump manages to mess it up in 1 p??n
 TRUMP: I just got off a call with Taiwan. Very nice ppl.
 GOP lawmakers praise Trump for Taiwan call https://t.co/Jsf0f8bgEJ https://t.co/8iCt1vbtOr
 Only the Electoral College stands between us &amp; disaster: incompetent Trump likely infuriated China with Taiwan call http??i
 I talked more about Donald Trump's call with Taiwan's president, on @CNNTonight: https://t.co/DAZSBxBYUc
 An official complaint from China and more fallout after President-elect Trump speaks with Taiwan's President. My @CBSThis??n
 So it's okay for Obama to reach out to Cuba and Iran but if Trump takes a call from Taiwan it's World War 3???
 Taiwanese media is reporting that the Trump Organization's looking to do business in Taiwan building luxury hotels: https??n
 Who's surprised it would be this PEOTUS who'd break diplomacy, or do it so early on? https://t.co/mn2zgNliTl
 As for Trump's call to Taiwan?尖ou guessed it @johnrevtv @anneapplebaum https://t.co/t9AtvlgEI7h
 Yikes, from @nytimes Beijing bureau chief ... #Trump #Taiwan https://t.co/UQNNfKMd6k
 #Trump : President elect breaks 37 year diplomatic protocol by speaking with #Taiwanese leader https://t.co/YWlwsTuKHf http??n
 Donald Trump risks China rift with Taiwan call https://t.co/ZR3RoHV0jf via @FT
" ONLY REASON it was ""protocol"" to not talk to Taiwan publicly is Obama is too cowardly &amp; TERRIFIED of offending China.???"
 Prescient, from @mhayoun, on Trump, Taiwan, and Reince Preibus: https://t.co/pJ9OoEVLzd
 Liberals that want to secede because #NotMyPresident are upset Taiwan calls Trump on flip phone &amp; is independent from Chins.
 Good. New Sheriff in town.
 Trump-Taiwan call 1st betw US president or president-elect &amp; Taiwan ldr since diplo relations cut in 1979 https://t.co/Y??o
 Trump wants to expand business empire to Taiwan, creating another potential conflict of interest https://t.co/zRDIrUr2VU
 Why is everyone freaking out about Trump? call to Taiwan? | BizPac Review https://t.co/wpVzd9urOght
 China blasts ?etty??call between Taiwan? president and Trump https://t.co/gDe6KKhhXN//t.co
" Here's what I imagine: ""But Sir, no president has talked to the Taiwan president since 1979."" Trump: ""Then definitely get him o??/"
 #BREAKING Beijing has contacted US over Trump Taiwan call: foreign ministry
 MOFA: China lodges solemn representations with the US over Trump's call with Taiwan leader, urges Washington to stick to one???
 If you expect me to be upset that Trump is treating Taiwan as a free state while angering an enormous communist tyranny, um??/
 Trump-Taiwan. This Hysteria is comical !
 The foreign policy intelligentsia are tweeting full bore over Trump &amp; Taiwan knowing the implications but the media focuses???
 Lying hoaxing media says it's a problem that Trump took a call from Taiwan. ?橙?ppe
" I would endorse @realDonaldTrump in a presidential run!"""
 Stunning hotel! Trump International Hotel & Tower Chicago. @realDonaldTrump @TrumpChicago
 Why did he take call? Trump is considering building luxury resorts in Taiwan. A Trump representative visited Taoyuan in Sep??n
 An Honor to be in #Indiana w @realDonaldTrump @greta & the legend, Bobby Knight! I like our secret weapon better!!! htt…
 I look forward to being on @CNN with @ErinBurnett at 7:40pmET. @realDonaldTrump
 Sunset on Sand Mountain. @aberdeenshire @AlexSalmond
 Trading in the beautiful snow of Iowa for the red dirt of Oklahoma as planned, despite what the media is try's no... htt…
 Make America Great Again! #Trump2016 https://t.co/1h5j4DZDgy
" Well done, @BretBaier ""Thurs Cable News Ratings: Fox's Bret Baier Beats CNN, MSNBC, HLN Combined."
 Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me & the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6…
" from for getting three of the best looking shirts @Macys #bigfan http://t.co/fDAYfpkkMe""Great!"
 Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.c…
 YES!
 Seems out of touch w/ reality to announce a VP nominee before securing 1237 delegates. https://t.co/Hqx8MRyAjR https://t.…
 Carly Fiorina no lifeboat for a fast-sinking @tedcruz campaign https://t.co/nHhENzFBck via @bostonherald @realdonaldtru…
 Trump +15 on Cruz in 2 weeks. Cruz may look back and ask why he ever attacked Trump. DT has killed him ever since. https://t.c…
 #NewYork tromps #Jonas. Day after storm of the century the big city is up and running unlike others in the northeast. Mu…
 interesting poll results so far (and go vote on https://t.co/0Zv2YvEdRX) https://t.co/BnsRf9GSxC
" RUMSFELD: Trump ""has a touched a nerve in our country...in a way that most politicians have not been able to do."" - https:/…"
 GREATEST FOREIGN POLICY SPEECH SINCE WASHINGTON'S FAREWELL ADDRESS.
 VIDEO: @realDonaldTrump announces 'a very powerful endorsement' will be coming today. https://t.co/cJsMBcVcdY
 DEAD HEAT: CLINTON VS TRUMP https://t.co/wqfQMEMQOj
 LIMBAUGH: By not showing, he's owning entire event... https://t.co/fdizXOkBFc
" @realDonaldTrump you could put #PennState in this same category! #Settlers #SoftTarget @psu_rebot"" TRUE-WEAK!"
 Again, more dead people voted in the last election than enrolled in ObamaCare. Congratulations America!” Thanks!
" TTonight the 2nd and 3rd eps of The Apprentice are on at 8 & 9. Great ratings last night 18 - 49. FUN!"""
 A message from Donald J. Trump to NEW YORK! https://t.co/FMosFLn8yq
 Congratulations @TrumpNewYork @TrumpChicago @TrumpWaikiki @TrumpToronto @Forbes Five-Star ratings
" ""@realDonaldTrump: You have good taste! ""@JayRobby: I love Bill Gates and Warren Buffet and Donald Trump. I so love them."""
 Trump winning over Latino Republicans, poll says | New York Post https://t.co/yiC3zavrmi
 “@realDonaldTrump: I hope you buy my shirts and ties at Great!
 OHIO GENERAL ELECTION Donald Trump vs. Hillary Clinton #MakeAmericaGreatAgain #Trump2016 https://t.co/0yXQ4SFSLO
" ""The price of greatness is responsibility."" -- Winston Churchill"""
 For nearly 4 years, Barack Obama has refused to crack down on China's cheating & American workers have paid the price.
 43-39 https://t.co/TkQYb6V2do
" ""@harpers1niter: @realDonaldTrump Let's just put you in the white House now."""""
 Protect Blackdog: Welcome to the Protect Blackdog Blog!
 Trump's speech today is the best persuasion I have ever seen. Game over. Now running unopposed: https://t.co/P7fHEMP6U…
" .@JerryJrFalwell: ""I was so impressed by @realDonaldTrump's] speech yesterday. He was the best I've ever seen him."" https…"
 Honored to pray for my friend, @realDonaldTrump, at tonight's Dallas rally. #TrumpDallas c: @DanScavino https://t.co/Bc…
 Flying to Dallas now with @realDonaldTrump...Reports of discord are pure fiction. Great events lined up all over Texas. Rs wil…
 Trump's speech today was Churchillian, only better. You can tell by the spluttering hysteria on TV about @realDonaldTrump.
 HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC
 Anyone who plans to talk about Trump ever again has to see this speech. Your opinion is irrelevant unless you listened to…
" THE LAST THING THIS COUNTRY NEEDS IS ANOTHER BUSH! Or another Clinton."""
 Graph: @RealDonaldTrump's Historic 13 Million Primary Votes Compared To Every GOP Nominee Since 1908 https://t.co/vNpfaSZ8…
 My next project is pretty amazing…! xx, Ivanka https://t.co/Ucq3dz20sQ https://t.co/f60biSURQ7
 LOUISIANA GENERAL ELECTION Donald Trump vs. Hillary Clinton #MakeAmericaGreatAgain #Trump2016 https://t.co/74vYOx7dKz
" “It’s the nastiest I’ve ever seen.” — @RealDonaldTrump on this season of #CelebApprentice"""
 WATCH NOW: The @realDonaldTrump supporters you'd never expect https://t.co/jKeVJX5u73 https://t.co/pbft0Eq3Y1
 Beautiful article about @realDonaldTrump written by my friend, the incredibly talented golfer Natalie Gulbis: https://t.co…
" Negotiation is an art. Treat it like one."""
 I am running for president to get us creating wealth again--not to redistribute it.
 So proud to be out on the campaign trail with @realDonaldTrump - thanks for an amazing night #Biloxi #Trump2016 https://t.co…
 BREAKING POLL: Trump Gains 11 Points on Clinton Since March=> Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb vi…
" Explosive Trump attack on HRC, Bill, Monica, Cosby, and Weiner. Trump camp just upped the ante on ""women's rights"" https://t.co…"
" “You're never a loser until you quit trying,” - Mike Ditka"""
 REUTERS ROLLING: TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9
 @DonaldJTrumpJr @Reryan08 @IvankaTrump @EricTrump obvious to all that he raised some GREAT, responsible, patriotic kid…
 'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline
 Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa. Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5…
" CEDAR RAPIDS -- TRUMP'S DAUGHT IVANKA: ""I can just say without equivocation, my father will make America great again."""
 The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short & sweet. Ditto for @realDonaldTrump who was brie…
" ""@BalkesGirl: @realDonaldTrump @ApprenticeNBC this show ROCKS!!!!"""""
 LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain https://t…
" Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY …"
 Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…
" Nevada remember you can ""Vote and Go"" - walk in vote and walk out! Caucus locator: https://t.co/r8ijPnCsmO #TrumpLV https:/…"
 Very proud of what my father has accomplished in the past 7 months -Wishing him amazing luck and success tonight! #NVcaucus …
 #NVcaucus locator -> https://t.co/WIzgQcbvOB
 Donald Trump: Mean-Spirited GOP Won't Win Elections @REALDonaldTrump http://t.co/EZ1fdIT5 via @Newsmax_Media
 Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans
 Please read my full endorsement of @realDonaldTrump for President of the United States: https://t.co/aSx9u3Ayz1.
 I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government …
 Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective & the vision, guts & ene…
 The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident Breitbart htt…
 LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A
 Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote. https://t.co/A28…
 Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://…
 @IanZiering has done great, why not listen to him again! SMH! @one4eternity @BrandiGlanville @ApprenticeNBC
 @realdonaldtrump you can't possibly make any more money. so why don't you make a difference instead?!
 @realDonaldTrump You are fantastic Trump. Run for president and save America!
 If you live in Louisiana, Maine, Kentucky or Kansas remember to vote today! Together let's #MakeAmericaGreatAgain_x1f1fa__x1f1f8_ htt…
 Friends: If you live in AL, AK, AR, CO, GA, MA, MN, OK, TN, TX, VT or VA, get out and VOTE on Tuesday! #Trump2016 https://t.…
 Friends: Remember to VOTE tomorrow if you live in Louisiana, Maine, Kentucky or Kansas! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_#MakeAmericaGreatAgain https://…
" As predicted, Trump reaching out to make peace with Republican ""establishment"". If he becomes inevitable party would be…"
" So this happened at dinner tonight @jeanniemai @NMoralesNBC #MissUniverse 8pm http://t.co/WntDZ0BI1U"""
