0,originaltext,
1,MysticWolf12001,Cmon,KNOW,one,capable,beating,Clinton,
2,ChadWilliams91,president,Ill,move,states,tomorrow,Trump,worldleader,you,are,hired,Thanks,
3,HunterBalthazor,ran,president,vote,Get,economy,back,track,
4,kyleraccio,VinnyTitone,think,hell,lead,polls,like,last,time,healthy,victory,Trump,
5,HarryCraig96,Thanks,
6,Americanwoman00,Great,interview,Greta,tell,think,awesome,Thank,you,
7,People,proud,fact,got,Obama,release,birth,certificate,recent,book,miraculously,found,
8,GarryKennedy,Great,job,Greta,tonight,huge,fan,really,inspire,me,Thank,you,
9,carlotalorenabr,fact,realDonaldTrump,considering,presidential,run,makes,excited,
10,Via,IvankaTrump,Talks,Hamptons,Lifestyle,Emmy,Rossum,
11,GetKraven,sir,would,vote,100,guaranteed,decided,show,DemoRATS,run,country,
12,Looks,like,Anthony,Weiner,throughmost,recent,poll,deeply,last,place,GOOD,NEWS,
13,thecoolestemma,new,season,Celebrity,Apprentice,YES,
14,FoxNews,legal,analyst,former,prosecutor,kimguilfoyle,destroyed,hack,Schneidermans,suit,FNTheFive,yesterdayShes,sharp,
15,See,cover,HudsonMOD,View,digital,edition,
16,systematic,targeting,Tea,Party,Obama,administration,Schneiderman,goes,me,coincidence,
17,Kate,donating,kidney,husband,help,fundanything,donate,
18,SeanMichaelMc,Chicago,first,time,building,amazing,outside,cool,color,inside,
19,curryslap,Hey,realDonaldTrump,getting,bashed,TheRevAl,lawsuit,RevAl,conning,way,life,
20,DrJulianXavier,huge,supporter,political,beliefs,staytrumping,Donald,will,
21,Still,buyers,market,somewhat,fragile,sure,calculate,risk,rising,rates,coming,sooner,think,
22,RoyalStr8tFlush,Wow,good,competition,
23,RICHNYJETS,dam,right,Let,fight,among,themselves,Save,men,womens,lives,Save,money,None,bus,
24,Congrats,mboyle1,BreitbartNews,exposing,Jason,Linkins,HuffingtonPost,lightweight,dope,gives,false,information,
25,Patch,total,loser,AOL,good,deal,compared,HuffingtonPost,ariannahuff,laughs,stupid,Armstrong,
26,notthatactor,Col,Peters,right,adversaries,r,war,w,other,Assad,regime,Al,Q,stay,it,
27,kimguilfoyle,Thanks,support,greatly,enjoyed,comments,Five,day,Best,wishes,
28,SenMikeLee,refuted,every,point,Karl,16,Rove,made,need,defund,ObamaCareMust,listen,TheRightScoop,
29,Mzk51Matt,Bryant,Gumbels,cheap,shot,HBO,Hes,really,dumb,really,jealous,racist,
30,predicted,long,ago,war,Iraq,disaster,US,Heading,civil,war,bombings,placeIran,happy,
31,missed,PGA,Championship,broadcast,TimeWarner,TWC,arent,giving,subscribers,major,discounts,
32,TimeWarner,going,switching,many,buildings,another,servicethis,ridiculous,
33,Greta,gretawire,tonight,10,PM,Fox,News,
34,Obama,exempted,businesses,staff,Congress,ObamaCare,still,forcing,monstrosity,US,
35,Benghazi,cover,up,ATTORNEY,WHISTLEBLOWER,400,US,MISSILES,STOLEN,BENGHAZI,Really,bad,
36,IoIcasey,inspiration,young,entrepreneur,Mr,Trump,Thanks,nice,thank,you,
37,If,sell,creative,David,Ogilvy,
38,frankmorano,think,realDonaldTrumps,book,The,America,Deserve,deserves,read,Written,2000,prescient,
39,AleRdzCuevas,President,country,Mexico,better,learn,Spanish,fast,
40,VinnyTitone,realdonaldtrump,runs,2016,hard,beat,
41,southtguy,better,answer,would,Yes,come,great,idea,others,work,ass,off,too,
42,The,lightweight,hack,Schneiderman,told,Ivanka,case,weak,more,Meets,Obama,files,one,day,later,
43,AG,Schneiderman,extorting,targets,lawyers,contributions,find,out,
44,Republicans,strong,hand,fight,Obamacarelets,see,willing,able,play,tuff,
45,CalebWatson,never,actually,considered,running,President,publicity,stunt,GoodBusinessMove,WRONG,
46,Timc1021,Thanks,
47,realDonaldTrump,Thanks,
48,GregMazares,honor,thanks,
49,CarlCICahn,Carl,keep,lt,going,lot,Apple,stock,Push,QUICKLY,come,larger,screen,IPHone,Samsung,
50,int,destroying,Schneidermans,frivolous,suit,brought,meeting,Obama,Thurs,
51,TheBigOffice,Donald,Trump,talks,people,listen,realDonaldTrump,true,
52,ShawnaTova,nice,thanks,
53,lovemyklr,realDonaldTrump,good,Trump,could,talk,way,everyone,understand,like,Reagan,
54,candla,think,presidents,much,control,everyone,answers,someone,answers,Michelle,
55,Via,Trump,Attorney,general,behind,lawsuit,total,lightweight,
56,justingodfrey,Great,
57,INDColtsFan,President,would,1st,order,businessTerminate,Obamacare,
58,SharonDepp,Love,Ivankas,StyleSimply,Classic,Beautiful,Smart,DDD,Kisses,True,
59,ampabirpatel,Midas,Touch,Donald,J,Trump,theRealKiyosaki,
60,Via,Jeffrey,Lord,New,Obama,Scandal,Erupts,Trump,Targeted,
61,RyneCPL,finished,TheArtOfTheDeal,Awesome,book,w,great,insight,Thanks,good,luck,
62,TuleTwilight,Interesting,
63,TrumpVine,money,MacMiller,
64,740,Park,Avenue,robbed,placewe,come,hard,thieves,Trump,buildings,
65,DanScavino,Thanks,Dan,
66,garrendj,Thanks,
67,ElmarosuElvin,Thank,you,
68,When,brand,begins,build,faced,opportunities,greater,recognition,Midas,Touch,
69,notthatactor,Clear,path,WH,16,Americans,dissatisfied,w,economy,decline,CULTURE,U,R,only1,
70,Randirobics,Great,good,luck,
71,byrneman,bought,Trump,shirt,wedding,went,last,fall,looked,awesome,Ill,bet,did,
72,ariana97,realDonaldTrump,runs,president,2016,Ill,old,enough,vote,put,office,Wooh,Trump2016,
73,Dont,easily,pleased,anything,else,tough,fight,keep,standards,high,Think,Like,Champion,
74,Miami,tracking,TrumpDorals,250M,renovations,Americas,top,resort,PGATOUR,signed,10,yr,ext,
75,Congrats,RoadHard,raising,1M,fundanything,record,
76,Things,happen,make,question,whether,keep,going,long,enjoying,doing,keep,going,
77,Givens1964,cool,thanks,
78,txbpd,caught,interview,gretawire,DVR,Always,love,hearing,speak,Thanks,
79,AaronPhaq,Thanks,
80,korydc,Thanks,great,remember,really,nice,
81,AlfiraAzzahra,Great,picture,say,hello,
82,BalloradoBoy,think,Gumbel,wrote,closing,remark,hbo,Bryant,smart,enough,dumb,rock,HBO,
83,dmurphy13,purely,political,move,met,wObamaMrTrump,please,put,heat,clown,show,
84,PeteRose14,again,time,let,time,hits,leader,Pete,Rose,Baseball,Hall,Fame,paid,big,price,
85,hope,NY,tax,payer,appreciates,millions,Schneiderman,waste,small,case,litigate,victory,
86,See,Schneiderman,admit,spoke,Obama,ongoing,investigations,
87,therealHamzeh,Went,shopping,today,wedding,coming,got,realDonaldTrump,everything,CountOnTrump,Great,fun,
88,Thug,Politics,Lightweight,hack,Schneiderman,meets,Obama,Thursday,brings,frivolous,suit,Saturday,
89,Tommyguns11,stop,talking,run,2016,name,ballot,go,vote,MakeItHappen,FixAmerica,
90,yrj77s,clothing,line,excellentThanks,
91,dream,country,great,again,DreamDay,
92,TrumpChicago,Windy,Citys,sole,skyscraper,feature,4,star,hotel,4,star,restaurant,spa,
93,latoyajackson,Thanks,La,Toya,
94,Via,Images,Donald,Trumps,2nd,Northeast,golf,course,released,Public,say,images,
95,poor,smart,leave,exhusband,ariannahuff,get,dollars,got,use,name,really,stupid,AOL,deal,
96,ritter1025,Happy,Birthday,Bernice,
97,ariannahuff,would,love,represent,husbandyou,would,end,nothing,please,call,Tim,Armstrong,stupid,weak,
98,lefthandedrant,HuffingtonPost,ariannahuff,rerun,stories,every,hourand,yes,goofy,dopey,
99,LadyGaydar,important,person,thats,HuffingtonPost,ariannahuff,cant,stop,talking,you,
100,alphakonstant,True,
101,39caroline,HuffingtonPost,ariannahuff,good,cos,dont,read,huffington,post,garbage,failing,badly,
102,kyleraccio,Trump,win,wins,everything,else,Awesome,Thanks,
103,settle,remaining,comfort,zone,complacent,good,way,get,nowhere,Take,control,move,forward,every,day,
104,A,general,good,bad,troops,command,make,him,Gen,Douglas,MacArthur,
105,tracegallagher,FredTecce,discussing,case,FoxNews,
106,You,owe,community,make,property,best,be,Think,Like,Billionaire,
107,NickTryIt,ariannahuff,HuffingtonPost,even,regarded,valid,source,information,anyone,NO,
108,CBauer71,would,pay,see,realDonaldTrump,debate,Obama,OK,me,
109,maximusreign,NickTryIt,ariannahuff,HuffingtonPost,Michael,Moore,likes,Trump2016,
110,TruckerSamF,NickTryIt,ariannahuff,HuffingtonPost,Arianna,13,million,followers,Trump,new,23,million,
111,Naplessun4664,maybe,debating,Hillary,Maybe,
112,Miss,Universe,Pageant,weve,spoken,wthe,LGBT,community,Russia,asked,please,dont,leave,would,send,wrong,signal,
113,misery,Obamas,economic,policies,US,households,unemployed,parent,record,high,2011,
114,Verniceblahblah,trump,hotels,best,AGREE,THANKS,
115,failing,HuffingtonPost,dopey,ariannahuff,writing,much,false,junk,methey,cant,get,enough,CAREFUL,
116,MoFarber,love,inspirational,quotes,keeps,us,going,thanks,Donald,Great,
117,me2palas1yap,Naplessun4664,got,dollars,Trump,
118,sonnset2,knows,best,place,
119,liztemkin,called,LA,prepaid,2,mos,wout,discount,yet,SHO,TMC,got,bill,reduced,59mo,credit,
120,SullivanShane9,Visited,Trump,Towers,today,New,York,beautiful,building,
121,LinFlies,KevinMartinRI,need,White,House,Trump,Thank,you,
122,RonnaKirkland,Send,ties,Eric,Bolling,needs,them,ericbolling,so,
123,duqVille,hey,realDonaldTrump,walked,lobby,trump,soho,far,best,hotel,professional,staff,nyc,Thanks,
124,texas4,great,speech,Iowa,Thank,you,fun,
125,MatthewSmales1,Thank,you,
126,Money,may,grow,trees,grow,talent,hard,work,brains,Think,Like,Billionaire,
127,Congratulations,JasonDufner,winning,PGA,championship,Great,job,
128,SamRellim,truethanks,
129,One,Obamas,greatest,failures,legacy,making,millions,completely,dependent,government,handouts,work,
130,grindingdude,will,
131,tjstoudt,I,really,want,realDonaldTrump,speak,Liberty,University,convocation,again,Great,school,
132,mjayshilling,Thanks,
133,jodiyilek,vote,Thanks,
134,stingluver,19,year,old,son,Logan,hoping,run,2016,too,Thank,Logan,Erin,
135,Make,life,groundbreaking,possible,also,minding,tides,riptides,around,you,Think,Like,Champion,
136,Thank,Readers,Choice,Trump,Intl,Hotel,Las,Vegas,nominated,10,Best,Best,PetFriendly,Hotel,
137,TimmMartin,understand,thanks,
138,Via,LarryOConnor,TRUMP,NY,MAG,AILES,STORY,TOTAL,BULLST,total,bullshit,
139,PartylikeRlove1,long,time,ago,thanks,
140,Greek1958,Thank,John,
141,DrVinayChopra,want,learn,golf,best,teach,me,heard,amazing,golfer,TRUE,
142,JTFoxx,agreeHuffingtonPost,going,AOL,Patch,ariannahuff,hates,Tim,Armstrong,
143,Time,flies,its,TrumpTowerNYs,30th,anniversary,celebrate,made,video,highlighting,amazing,history,
144,samvuko,Mac,Miller,one,good,song,Donald,Trump,really,beat,thats,cool,NAME,
145,AnneLewisChicag,Fool,Donald,Trump,once,shame,you,Fool,Donald,Trump,twice,well,cant,fool,second,time,
146,FemiAdebanji,like,thinking,big,youre,going,thinking,anything,might,well,think,big,Donald,Trump,
147,DBradleyRI,great,looking,guy,really,smart,much,better,current,girlfriend,nothing,
148,Ginny14974,Arab,league,taking,care,this,us,100,correct,
149,sayylalalaselah,confessionnight,want,one,day,slap,Donald,trump,face,REMEMBER,DUMMY,HITS,BACK,REALLY,HARD,
150,zanderhumes,Wish,Donald,Trump,stop,running,president,I,
151,TheRealBlakeHo,Donald,Trump,boss,Always,Trumpin,peopleand,Trumpin,competition,Love,it,CEO,
152,bingato,least,Doral,great,again,Thats,true,
153,Goodmorning,Im,going,work,
154,rogergreig,Thanks,
155,SteveRickettsSP,Great,
156,AKAWilhelm,hay,Mr,Trump,rolemodeland,love,showCelebrity,Apprentice,Thanks,
157,coffeepleaseAM,Im,happy,find,time,tweet,really,enjoy,following,you,Thanks,Amy,
158,AndrewPatrick,DCGovTwit,Deal,donetoo,late,dopey,
159,FlyinOSUBuckeye,ForQ2,true,business,tool,used,best,Ask,Carl,Warren,etc,
160,BlazeBluntsky,Thanks,
161,TerryTm112444,Thanks,Terry,
162,PeterThiele,Thanks,Peter,
163,kelseyalxandraa,Thanks,Kelsey,
164,jwhurter,ties,available,South,Africa,order,online,Macyscom,
165,DRaww16,Donald,Trump,good,song,opinion,EXCEPT,DONALD,TRUMP,SONG,LITTLE,MAC,MILLERS,MUSIC,SUCKS,
166,penceymouth,remember,donald,trump,blocked,me,im,proud,myself,NO,LOSER,
167,kmonchk,Obama,gonna,knock,realDonaldTrump,ground,debate,woildhave,chance,lets,go,
168,MrNiceeWatch,Buying,Egyptian,cotton,covers,Silk,sheets,Donald,Trump,Serta,King,size,bed,first,thing,tomorrow,1,BEDSERTA,
169,Remember,freedom,fighters,Syria,want,fly,planes,buildings,
170,Congratulations,marklevinshow,The,Liberty,Amendments,debuting,1,NY,Times,bestseller,list,Must,read,
171,Congrats,TimTebow,making,Patriots,first,cut,Stay,strong,positive,rooting,you,
172,OmahaTiger,deal,idiots,daily,basis,Ignore,them,
173,Josh8J4,dream,president,make,country,great,again,USA,Thank,you,
174,tanwexy,like,too,
175,Toure,racist,and,boring,hes,really,dumb,guy,
176,ForeverMcIn,opportunity,vote,2016,votetrump,see,thanks,
177,Nautilus916,kmonchk,could,Donald,possibly,say,Romney,McCain,Santorum,Palin,Bachmann,havent,PLENTY,
178,LordKaa213,dont,know,it,Getting,attention,mass,media,ridiculous,bullshit,special,
179,Young,entrepreneurs,economic,climate,like,strong,survive,it,Think,Big,
180,Watch,FoxNews,ShannonBream,LisWiehl,former,prosecutor,Doug,Burns,destroy,ridiculous,lawsuit,
181,ZDavi14,smart,Hes,real,deal,RoleModel,Love,ya,man,sound,great,
182,Via,WSOCTV,Blair,Miller,talks,Donald,Trump,Charlotte,ventures,
183,rmt834,America,needs,businessman,run,countrynot,politician,zero,business,acumen,
184,kingmortimer,Interesting,
185,PHLBaseballNsdr,ForeverMcIn,Im,voting,whether,officially,run,not,Trump,Prez,Christie,VP,
186,markhansen295,save,us,Mr,Trump,2016,fear,
187,riggsdeb,hubby,said,2016,pick,told,get,line,picked,first,Trump2016,Adorable,
188,lovefamously,please,RT,Little,Mackenzie,needs,lifesaving,treatment,urgently,time,running,fast,
189,gabrielsherman,Roger,Ailes,never,called,piece,Gabriel,smart,secure,guy,need,help,
190,Drew4Diamond,Thanks,
191,Fact,without,Texas,states,reaping,fracking,boom,Obamas,job,record,would,go,bad,worse,
192,Show5783,knows,
193,Chicago,shooting,disasterthey,immediately,go,STOP,FRISK,choice,hundreds,lives,would,saved,
194,MattBevin,someone,well,versed,job,creation,Private,Sector,lie,resume,Youre,Fired,
195,expected,represent,GovChristie,Presidential,race,Chris,hard,time,winning,
196,dszippit,Trump,University,Liberal,Witch,Hunt,hope,loseand,get,counter,suedrealDonaldTrump,
197,stuartpstevens,horrible,job,Mittis,refund,order,Sadly,Stuart,disaster,
198,country,needs,reestablish,work,ethic,NY,welfare,pays,better,jobs,Zero,incentive,
199,NYC,constant,threat,Jihadists,violent,criminals,Stop,Frisk,keeps,streets,subways,safeStand,strong,Ray,Kelly,
200,TxSi,Happy,Birthday,
201,StevanScheer,attended,Tax,Lien,Tax,Seminar,Trump,University,Changed,life,Able,open,company,Scheer,Group,
202,Its,Tuesday,many,terrible,predictions,advice,Karl,16,Rove,make,today,
203,Its,Wednesday,many,times,ARod,sue,Yankees,today,ARod,one,blame,predicament,
204,JoeSantos5150,Wipe,floor,Mr,Trump,
205,Stop,Frisk,struck,pandering,NYC,politicians,increases,crime,eventual,terrorist,attacks,them,
