0,originaltext,
206,ObamaCare,absolute,disaster,destroy,16,economy,ultimately,more,
207,Greta,Van,Susteren,gretawire,tonight,10,PM,Fox,News,talking,China,Mitts,failed,campaign,team,
208,I,strict,gun,control,policy,theres,gun,around,want,control,it,Clint,Eastwood,
209,DWatts3,Mitt,Stuart,Stevens,terrible,
210,realLucasDuffy,Truethanks,
211,gretawire,Doing,Greta,tonight,10,Foxenjoy,
212,GRETA,MINUTESon,Fox,
213,MattEChase,extortion,first,thing,came,mind,saw,report,lawsuit,sue,
214,Lightweight,NYS,Attorney,General,Eric,Schneiderman,trying,extort,civil,law,suit,See,website,
215,abimlebt,Eric,Schneiderman,trying,get,image,strong,man,suing,realDonaldTrump,Bad,choice,Trump,eat,alive,
216,Democrats,Spitzer,DangerWeiner,Filner,party,really,war,women,
217,Sabretooth94,Bryant,Gumbel,think,hes,messing,with,Hes,condescending,jerk,talent,racist,
218,TheAntiFox,NYPOLICE,Donald,stopped,frisked,would,raise,hell,whine,civil,rights,way,
219,lightweight,AG,Eric,Schneiderman,come,office,numerous,occasions,begging,campaign,contributions,Also,recent,asks,
220,NYPOLICE,Commissioner,Ray,Kelly,done,top,job,keeping,NYC,safe,Stop,Frisk,critical,tool,NYPD,
221,Eric,Schneiderman,considered,lightweight,many,failed,go,Jon,Corzine,big,abusers,billions,
222,Obamas,gun,study,proves,gun,control,ineffective,BIZPACReview,
223,failing,AG,Eric,Schneiderman,years,looking,file,pathetic,lawsuit,SATURDAY,afternoon,unheard,of,case,
224,Tomorrow,hopes,learned,something,yesterday,John,Wayne,
225,samtrisi,Thanks,
226,Lightweight,AG,Eric,Schneiderman,total,failure,office,failed,report,98,approval,rating,students,courses,
227,merryman34,Thanks,
228,MrSmoooth,Great,place,thanks,
229,Chuckdhere,true,
230,cloverc8,Thanks,
231,notthatactor,Donald,U,RUN,16,stuck,Hillary,Would,us,Make,Trump,16,
232,MaestroBeadles,Interesting,
233,JTJOHNSON,Thanks,
234,SubhanaAnwar,whenever,feel,feel,like,giving,simple,go,realDonaldTrump,twitter,page,
235,nikkio,Thank,you,
236,Leadership,perhaps,key,getting,job,done,Art,Deal,
237,Donald,Trump,Chris,Christie,Dont,hire,stuartpstevens,via,politico,HadasGold,
238,ukcarioca,Thank,you,
239,TheAntiFox,NYPOLICE,Donald,OK,stopped,frisked,3,times,week,making,late,OK,me,
240,Obs3shyn,Thanks,fun,amazing,
241,Jfedkiw,wonder,al,Sharpton,anyone,matter,murder,Duncan,OklahomaWhere,anger,
242,MichaelPMulhall,think,can,
243,circa75sydney,Amazing,service,TrumpLasVegas,great,job,realDonaldTrump,hired,future,circa75sydney,business,trips,
244,AlexSalmond,country,wants,rapidly,destroy,economy,ideajust,put,subsidized,wind,cont,
245,hatchet,job,NYMag,Roger,Ailes,total,bullshit,ultimate,winner,surrounded,great,team,FoxNews,
246,AlexSalmond,Heatwave,Scotland,makes,wind,turbines,useless,Big,problem,expensive,mess,
247,mchikkis,amazing,stay,Trump,Chicago,past,weekend,Thanks,realDonaldTrump,x1f44c,
248,jmull71,Great,Jason,
249,Marilynn555,Thanks,
250,RobertBurnand,TrumpTowerNY,great,building,Mr,T,Thanks,
251,Anyway,Im,jobs,economy,making,America,great,again,Were,falling,fast,
252,great,time,gretawire,last,night,Greta,always,great,interviews,
253,Thanks,tremendous,support,shirts,ties,suits,Macys,great,really,high,quality,low,price,
254,Via,AnnMarie,Parry,Plans,revealed,course,named,Trumps,mother,
255,John,McCain,couldnt,get,release,it,neither,could,Hillary,Clintonbut,Donald,did,
256,whacko,pervert,Weiner,embarrassed,women,need,lookout,Sexting,begins,911,1201,
257,MaraLago,Palm,Beach,one,exclusive,elite,clubs,world,waward,winning,amenities,
258,NYC,politicians,better,stop,panderingending,stop,frisk,would,disaster,
259,No,Question,Violent,Crime,Rise,Program,Stop,Frisk,Stopped,NYPOLICE,Commissioner,Ray,Kelly,
260,To,keep,momentum,going,must,intrinsic,values,well,monetary,values,Know,give,back,Think,Big,
261,Glad,see,Egyptian,Army,releasing,Mubarek,see,Obama,never,abandoned,him,ally,
262,jwhitlingerGMP,reklaw78,why,animosity,towards,Bryant,Gumbel,stupid,arrogant,dope,
263,anniehic,many,others,
264,TheTeflonDante,gretawire,bet,ratings,great,Good,work,Mr,Trump,greatthanks,
265,pegson,Christopher,Lane,
266,HERCULES,would,like,create,field,Chris,Lanes,honour,home,club,
267,DanScavino,Great,job,GretaWire,Mr,Trump,Trump2016,realDonaldTrump,
268,MistRusso,ppl,cant,handle,truth,Great,job,forcing,hand,like,Trump,do,
269,uspatriot3888,isnt,mainstream,media,like,Trayvon,Martin,storyWill,justice,Chris,Lane,
270,must,admit,Bryant,Gumbel,one,dumbest,racists,around,arrogant,dope,talent,Failed,CBS,etcwhy,still,TV,
271,AntiFoxNews,realDonaldTrump,better,things,do,Like,investigating,Ted,Cruise,cant,even,spell,name,
272,LisaRiv76873320,Bryant,Gumbel,racist,dope,long,deep,record,failure,
273,JohnSim96499126,Damn,Bryant,Gumbal,Relevant,scale,ANYTHING,true,
274,MikeAmbo5,idea,Bryant,Gumbel,still,TV,Another,issue,someone,using,gain,little,relevancy,
275,pellscuse11,plays,golf,President,money,POTUS,win,
276,MattJerichoY2J,Congrats,becoming,WWE,HOF,argued,reason,Wreslemania,Succesful,
277,jfolds,Bryant,wanna,Greg,Gumbel,lol,keep,great,tweets,Trump,Greg,far,talented,Bryant,
278,JoeBloww79,able,see,garbage,society,Wish,ability,
279,reklaw78,read,Wikipedia,Bryant,Gumbel,roommates,college,No,went,much,better,school,
280,bendreyfuss,Thank,donald,country,needs,you,Please,run,2016,Busines,America,failing,at,
281,rwgooch,Fox,continue,bring,Karl,Rove,total,waste,airtimespent,400,million,1,win,
282,dadsnicklefritz,make,known,run,President,vote,runyou,still,vote,
283,AnonFarmer,me,predicted,housing,bubble,told,people,buy,tell,people,great,time,buy,
284,TonyCatering,Thanks,
285,theBARBAshop,maybe,ill,go,Macys,buy,realDonaldTrump,shirt,tie,combination,cousins,wedding,stuffs,beautiful,Great,
286,NickFaldo006,Sir,Nick,great,player,great,guy,and,way,fantastic,job,CBS,
287,BBPACK,Happy,birthday,
288,Congress,must,defund,ObamaCare,destroying,Medicare,breaking,promises,Seniors,including,veterans,
289,FlashbackFriday,Trump,family,final,week,Oprahs,show,Oprah,terrific,
290,Attorney,General,ask,campaign,contributions,evaluation,case,total,sleazebag,
291,After,years,long,stops,starts,dopey,Eric,Scheiderman,tell,people,Trump,Org,this,case,going,awaywe,case,
292,sure,check,fundanything,see,picks,
293,Fox,Friends,
294,Obama,ststement,Egypt,terrible,dumbnow,used,military,rallying,cryour,foreign,policy,worst,US,history,
295,zionslion777,would,honor,nation,would,President,Thank,confidence,
296,mmanoff,help,Donald,J,Trump,get,elected,President,USA,sit,tightthanks,
297,catcrazy71,mother,pretty,lady,True,considered,great,beautythanks,
298,WalterOzaraga,Thanks,
299,Sammycarguru,Since,Art,Deal,inspiration,me,Thanks,
300,BrentLudington,Thanks,
301,JPM17,TomNocera,Ive,taken,classes,line,Thought,good,
302,LBH39,called,realDonaldTrump,President,FortuneMagazine,Theres,one,way,tepid,economy,
303,sunlorrie,Real,Wind,Turbines,Twitter,DanScavino,realDonaldTrump,
304,Wow,l,found,AG,Schneiderman,met,President,Obama,Syracuse,Thursday,sued,Saturday,IRS,etc,
305,vin609,Sad,Day,Atlantic,city,day,packed,in,town,jumped,there,Major,loss,
306,phattim26,need,true,leader,guide,great,nation,please,answer,call,vote,Thank,you,
307,MurrayDavidCole,need,someone,clue,someone,knows,business,pull,us,hole,need,Mr,Trump,
308,Sjblueyes,got,vote,Americans,want,see,great,country,restored,greatest,country,
309,motto,is,Never,give,up,follow,strictly,let,problems,challenges,stop,me,normal,
310,RobertUndefined,Work,hard,study,read,The,Art,Deal,Midas,Touch,
311,salesdan48,Wake,Donald,world,awaiting,wisdom,know,burden,
312,See,problems,mind,exercise,Enjoy,challengeand,remember,keep,focused,goals,
313,Keep,open,mindbusiness,creative,endeavor,Strive,innovative,ideas,
314,Develop,success,failures,Discouragement,failure,two,surest,stepping,stones,success,Dale,Carnegie,
315,stantheman74,mr,Trump,sir,living,legend,living,role,model,please,keep,amazing,work,upSo,nice,
316,remember,Apprentice,became,number,one,show,TV,tombrokow,came,thanked,behalf,NBC,Yankee,Stadium,
317,TrumpAdvice,
318,Cant,wait,DylanByers,follow,politico,piece,discussing,large,Sunday,news,shows,ratings,win,interview,
319,Mark,Levins,marklevinshow,The,Liberty,Amendments,Restoring,American,Republic,truly,great,important,book,
320,Via,Trumps,new,course,plans,display,
321,people,upset,w,Pres,Obamas,birth,certificateI,got,release,it,whatever,was,nobody,else,could,
322,amieburton2010,Thanks,Amie,
323,isnt,AG,Schneiderman,going,Democrat,Jon,Corzine,14,billion,missing,
324,ShawnaTova,nice,thanks,
325,WeekendInParis,Great,
326,dannydamico67,may,agree,political,stance,golf,courses,unreal,Thx,I,think,
327,KeithJMcConnell,Thanks,
328,Amazing,AG,Schneiderman,sues,school,w,98,approval,rating,doesnt,go,billion,fraudsters,Wall,St,
329,GOP,HOUSE,LEADERSHIP,ESTABLISH,SELECT,COMMITTEE,BENGHAZI,MASSIVE,COVERUP,
330,AdamMKE,1st,book,report,5th,grade,The,Art,Deal,1988,Great,Adam,hit,big,
331,carlotalorenabr,Thanks,
332,really,enjoyed,show,circuit,discussing,lightweight,AG,Eric,Schneiderman,terrible,job,done,NY,
333,int,SteveMTalk,Iowa,theFAMiLYLEADER,speech,jonkarl,2016,Benghazi,
334,Good,communicators,control,space,Roger,Ailes,You,MessageFoxNews,
335,Gov,Cuomos,Moreland,Comm,looking,AG,Schneiderman,shaking,investigation,litigation,campaign,
336,mother,father,New,York,Military,Academy,See,military,High,rank,
337,AlexSalmond,See,photo,
338,interview,ThisWeekABC,wGStephanopoulos,destroyed,Sunday,competition,w,252M,total,viewersthats,want,on,
339,NIELSEN,RATINGS,1ThisWeekABC,252,viewers,6,SHR191RTG,55,2554,2meetthepress,224,total,viewers,5,SHR161RTG,47,2554,
340,Jnewt13,Donald,Trump,always,Mac,Millers,best,song,contest,
341,Newsoffamous,According,realDonaldTrump,people,Ms,Universe,Pageant,never,asked,BravoAndy,host,years,pageant,
342,JaseDuckman,well,realDonaldTrump,wear,big,boy,pants,Mine,happens,camo,NoWorries,Great,Jase,
343,thineline4,long,time,thought,nasty,reading,tweets,changed,mind,Great,
344,IrishCigarGuy,right,usual,run,big,pay,cut,need,Thank,you,
345,RayHeard,bat211,capetown58,Meanwhile,hes,golf,course,Egypt,Syria,Iraq,burnWhat,else,new,
346,Howard2Lloyd,Yes,Macys,
347,Let,Arab,countries,take,care,Egyptthey,gain,plenty,moneyIts,time,US,stop,stupidNO,DOLLARS,
348,lucysmommichele,Gary,Busey,cracks,up,definitely,different,outlook,life,Thanks,Apprentice,Nice,
349,Marble,mouth,tombrokaw,asks,why,think,successful,eveving,Donald,Trump,guest,honor,BORING,TOM,
350,Rebuild,UnitedStates,places,hate,country,everything,stand,for,
351,SusanSkeldon,wish,people,world,like,you,Thanks,do,awesome,person,Thanks,
352,AlrightJarret,Mr,realDonaldTrump,advice,young,entrepreneur,Yes,come,great,idea,work,ass,off,
353,Chowes247,Corzine,evil,schemer,stole,14,billion,Trump,starts,University,help,people,get,rich,hes,bad,
354,anthonyjmyers,TrumpUniversity,ever,heard,GREAT,things,former,students,sweat,it,
355,aak1993,u,think,new,news,Competitor,Aljazeera,America,dont,
356,stupid,ineffective,AG,Eric,Schneidean,trips,office,tell,President,Obama,Governor,Cuomo,
357,Iamgrizzly1974,infrastructure,crumblingAnd,owe,17,trillion,dollars,
358,AmbeyLambey,love,realDonaldTrump,tells,everyone,truth,America,RunForPresident,
359,ZeeNazi,zero,chance,u,get,elected,u,r,powerful,indorcer,Wrong,correct,
360,So,lets,get,right,Steve,Jobs,dies,leaves,wife,everythingbillions,dollars,wife,boyfriend,lover,Oh,Steve,
361,Pollysdaughter,cute,
362,Clarko76,Mr,Trump,girlfriend,getting,booked,hotel,soho,Looking,forward,great,stay,
363,TrumpVine,Opinion,Egypt,
364,bradisin,DannyZuker,still,feuding,realDonaldTrump,Whos,Danny,Zuker,
